username,gender,age_group,location,member_since,cities,contributions,level,stars1,stars2,stars3,stars4,stars5,tags
Perugirlabroad,woman,35-49,Philadelphia-Pennsylvania,2012,6,14,3,0,0,0,9,6,[]
blueshark_m4ko,man,50-64,Warrnambool-Australia,2011,436,377,6,17,12,61,134,162,[]
Did0123,,,New Zealand,2007,117,21,3,1,0,1,3,16,[]
LiketoeatCincinnati,man,50-64,Cincinnati-Ohio,2009,734,020,6,8,6,72,876,1,"['Foodie', 'History Buff', 'Beach Goer']"
125KateH,,,Tacoma-Washington,2009,227,47,5,1,1,4,21,22,[]
GeorgeWA,man,35-49,Mill Creek-Washington,2008,21,30,4,0,0,6,13,13,[]
Z3591CPmariap,,,,2015,6,10,3,1,0,2,1,6,[]
MN8888,,,Liverpool-United Kingdom,2015,129,492,6,4,31,136,237,87,"['Foodie', 'Nature Lover', 'Luxury Traveler', 'Family Vacationer']"
langdale12,man,50-64,Maldon-United Kingdom,2010,59,156,6,3,5,27,70,53,[]
MichaelaFit,woman,18-24,Vancouver-Canada,2013,46,24,4,0,0,0,3,21,[]
RPVC,,,,2015,7,8,3,0,0,0,1,7,[]
glenp177,Man,,Hong Kong-China,2016,7,15,3,0,0,0,1,14,[]
Thecrazyindianfoodie,,,Mumbai-India,2016,35,57,6,2,0,0,3,53,[]
Amanzi888,,,,2009,106,41,4,1,4,9,7,20,[]
shoemaker_10,,,Newcastle upon Tyne-United Kingdom,2010,301,388,6,0,2,28,289,71,[]
epicure1151,,,Corpus Christi-Texas,2017,11,39,4,4,2,2,5,30,[]
LyndaPW,,,Darwin-Australia,2012,42,148,6,0,5,11,76,61,[]
nanapiesie,man,25-34,Gothenburg-Sweden,2015,136,606,6,18,24,172,311,98,[]
vanimir,,,New York City-New York,2011,29,47,5,2,0,5,28,12,[]
I8307BRrichardm,,,Las Vegas-Nevada,2013,84,288,6,17,13,41,143,95,[]
OurGreatEscapes,man,35-49,Edmonton-Canada,2011,199,200,6,4,6,21,70,99,[]
arpiliar,,,Volos-Greece,2018,,,,,,,,,[]
cralyn78,,,Athens-Greece,2018,,3,1,0,0,0,0,3,[]
Alnwickman,,,Northumberland,2008,37,22,3,0,1,1,5,15,[]
andrewjV9794PY,,,Leeds-United Kingdom,2017,5,8,3,1,0,0,1,6,[]
EleniJake,,,Adelaide-Australia,2018,2,5,2,0,0,0,1,5,[]
JoH1786,woman,50-64,Peregian Beach-Australia,2012,29,18,3,0,0,1,3,15,[]
bjj506,,,New York City-New York,2016,6,10,3,1,0,1,0,9,[]
Pieolicious,,,Montreal-Canada,2015,74,74,5,2,5,9,23,48,[]
fireyphaarc,,,Brisbane-Australia,2016,7,16,3,1,0,1,2,13,[]
fandponeill,,,Great Falls-Montana,2016,7,32,4,1,1,2,6,23,[]
glowbe_trottah,,,Toronto-Canada,2009,70,210,6,2,9,58,94,50,[]
curtdo,,,Atlanta-Georgia,2011,196,105,6,1,5,11,42,48,[]
benjamind498,,,Bristol-United Kingdom,2014,17,32,4,4,5,4,6,13,[]
PazRi,,,Tel Aviv-Israel,2017,28,62,5,0,0,0,9,56,[]
361brunas,,,Lisbon-Portugal,2010,28,56,5,1,2,7,29,17,[]
_the_mimi-ov,,,Sofia-Bulgaria,2012,162,23,4,0,1,1,8,14,[]
likwidsnd,,,Waretown-New Jersey,2017,74,111,6,3,3,13,27,71,[]
nadeeml2018,,,,2018,6,9,2,1,0,0,1,7,[]
tommX4148OW,,,Dublin-Ireland,2009,201,115,6,0,0,10,68,37,[]
878joannew,,,West Vancouver-Canada,2016,18,47,4,0,0,6,3,38,[]
toddc214,,,Xantippe-Australia,2014,5,5,2,1,0,1,1,2,[]
HereForTheCulture,,,Vancouver-Canada,2010,5,9,2,0,0,3,2,4,[]
Jmvillafana,Man,,Naucalpan-Mexico,2011,60,401,6,12,11,35,107,236,[]
Rasand,woman,50-64,Penrith-Australia,2007,72,101,6,1,0,14,47,41,[]
DennisWK,man,50-64,London-United Kingdom,2010,42,171,6,0,3,37,84,48,[]
stephenhL2386IW,,,Peterborough-United Kingdom,2014,5,8,2,0,0,1,0,7,[]
Sea_Nymph77,woman,35-49,Milazzo-Italy,2008,470,62,5,0,0,13,35,14,[]
Nerodic,Man,,Koprivnica-Croatia,2016,14,21,4,0,0,0,0,21,[]
chhoti_khajuria,woman,25-34,London-United Kingdom,2016,13,40,5,0,0,6,26,9,[]
